visit_id,cookie_id,page_id,event_type,sequence_number,event_time
2c45a1,3c7567,2,1,1,03/05/2020
7729ca,fd5a4a,2,1,1,03/09/2020
846891,2b5d0f,2,1,1,02/22/2020
31f549,7f0355,2,1,1,02/06/2020
31f549,7f0355,2,4,2,02/06/2020
31f549,7f0355,2,5,3,02/06/2020
31f549,7f0355,3,1,4,02/06/2020
31f549,7f0355,3,2,5,02/06/2020
31f549,7f0355,6,1,6,02/06/2020
31f549,7f0355,6,2,7,02/06/2020
31f549,7f0355,7,1,8,02/06/2020
31f549,7f0355,7,2,9,02/06/2020
31f549,7f0355,8,1,10,02/06/2020
31f549,7f0355,8,2,11,02/06/2020
31f549,7f0355,10,1,12,02/06/2020
31f549,7f0355,11,1,13,02/06/2020
31f549,7f0355,11,2,14,02/06/2020
31f549,7f0355,12,1,15,02/06/2020
31f549,7f0355,13,3,16,02/06/2020
e9166c,5edbd6,2,1,1,02/20/2020
e9166c,5edbd6,2,4,2,02/20/2020
e9166c,5edbd6,2,5,3,02/20/2020
e9166c,5edbd6,3,1,4,02/20/2020
e9166c,5edbd6,3,2,5,02/20/2020
e9166c,5edbd6,4,1,6,02/20/2020
e9166c,5edbd6,5,1,7,02/20/2020
e9166c,5edbd6,5,2,8,02/20/2020
e9166c,5edbd6,6,1,9,02/20/2020
e9166c,5edbd6,6,2,10,02/20/2020
e9166c,5edbd6,7,1,11,02/20/2020
e9166c,5edbd6,7,2,12,02/20/2020
e9166c,5edbd6,8,1,13,02/20/2020
e9166c,5edbd6,8,2,14,02/20/2020
e9166c,5edbd6,9,1,15,02/20/2020
e9166c,5edbd6,9,2,16,02/20/2020
e9166c,5edbd6,10,1,17,02/20/2020
e9166c,5edbd6,11,1,18,02/20/2020
e9166c,5edbd6,11,2,19,02/20/2020
e9166c,5edbd6,12,1,20,02/20/2020
e9166c,5edbd6,13,3,21,02/20/2020
1b6587,eee875,2,1,1,02/15/2020
1b6587,eee875,2,4,2,02/15/2020
1b6587,eee875,2,5,3,02/15/2020
1b6587,eee875,3,1,4,02/15/2020
1b6587,eee875,3,2,5,02/15/2020
1b6587,eee875,4,1,6,02/15/2020
1b6587,eee875,4,2,7,02/15/2020
1b6587,eee875,5,1,8,02/15/2020
1b6587,eee875,5,2,9,02/15/2020
1b6587,eee875,6,1,10,02/15/2020
1b6587,eee875,6,2,11,02/15/2020
1b6587,eee875,7,1,12,02/15/2020
1b6587,eee875,7,2,13,02/15/2020
1b6587,eee875,8,1,14,02/15/2020
1b6587,eee875,8,2,15,02/15/2020
1b6587,eee875,9,1,16,02/15/2020
1b6587,eee875,9,2,17,02/15/2020
1b6587,eee875,10,1,18,02/15/2020
1b6587,eee875,10,2,19,02/15/2020
1b6587,eee875,12,1,20,02/15/2020
1b6587,eee875,13,3,21,02/15/2020
4840ec,301395,2,1,1,01/18/2020
48310,b580b2,2,1,1,03/20/2020
b75cff,17497a,2,1,1,03/01/2020
430061,e52fd7,2,1,1,03/02/2020
430061,e52fd7,2,4,2,03/02/2020
430061,e52fd7,2,5,3,03/02/2020
430061,e52fd7,3,1,4,03/02/2020
430061,e52fd7,3,2,5,03/02/2020
430061,e52fd7,6,1,6,03/02/2020
430061,e52fd7,6,2,7,03/02/2020
430061,e52fd7,7,1,8,03/02/2020
430061,e52fd7,7,2,9,03/02/2020
430061,e52fd7,8,1,10,03/02/2020
430061,e52fd7,8,2,11,03/02/2020
430061,e52fd7,9,1,12,03/02/2020
430061,e52fd7,9,2,13,03/02/2020
430061,e52fd7,10,1,14,03/02/2020
430061,e52fd7,11,1,15,03/02/2020
430061,e52fd7,11,2,16,03/02/2020
430061,e52fd7,12,1,17,03/02/2020
430061,e52fd7,13,3,18,03/02/2020
67063c,8db5ce,2,1,1,02/02/2020
3e9252,73b2af,2,1,1,03/03/2020
3e9252,73b2af,2,4,2,03/03/2020
3e9252,73b2af,2,5,3,03/03/2020
3e9252,73b2af,3,1,4,03/03/2020
3e9252,73b2af,3,2,5,03/03/2020
3e9252,73b2af,5,1,6,03/03/2020
3e9252,73b2af,5,2,7,03/03/2020
3e9252,73b2af,6,1,8,03/03/2020
3e9252,73b2af,6,2,9,03/03/2020
3e9252,73b2af,7,1,10,03/03/2020
3e9252,73b2af,7,2,11,03/03/2020
3e9252,73b2af,8,1,12,03/03/2020
3e9252,73b2af,8,2,13,03/03/2020
3e9252,73b2af,9,1,14,03/03/2020
3e9252,73b2af,10,1,15,03/03/2020
3e9252,73b2af,10,2,16,03/03/2020
3e9252,73b2af,11,1,17,03/03/2020
3e9252,73b2af,11,2,18,03/03/2020
3e9252,73b2af,12,1,19,03/03/2020
3e9252,73b2af,13,3,20,03/03/2020
4edfab,93ad45,2,1,1,02/28/2020
ae2479,fe7770,2,1,1,02/15/2020
ae2479,fe7770,2,4,2,02/15/2020
ae2479,fe7770,6,1,3,02/15/2020
ae2479,fe7770,7,1,4,02/15/2020
ae2479,fe7770,8,1,5,02/15/2020
ae2479,fe7770,9,1,6,02/15/2020
ae2479,fe7770,9,2,7,02/15/2020
ae2479,fe7770,10,1,8,02/15/2020
ae2479,fe7770,11,1,9,02/15/2020
ae2479,fe7770,12,1,10,02/15/2020
ae2479,fe7770,13,3,11,02/15/2020
a560bd,2447bb,2,1,1,03/31/2020
a560bd,2447bb,2,4,2,03/31/2020
a560bd,2447bb,2,5,3,03/31/2020
a560bd,2447bb,3,1,4,03/31/2020
a560bd,2447bb,3,2,5,03/31/2020
a560bd,2447bb,4,1,6,03/31/2020
a560bd,2447bb,7,1,7,03/31/2020
a560bd,2447bb,9,1,8,03/31/2020
a560bd,2447bb,9,2,9,03/31/2020
a560bd,2447bb,10,1,10,03/31/2020
a560bd,2447bb,10,2,11,03/31/2020
a560bd,2447bb,11,1,12,03/31/2020
a560bd,2447bb,11,2,13,03/31/2020
a560bd,2447bb,12,1,14,03/31/2020
a560bd,2447bb,13,3,15,03/31/2020
b1c22b,53c9e0,2,1,1,03/08/2020
b1c22b,53c9e0,2,4,2,03/08/2020
b1c22b,53c9e0,2,5,3,03/08/2020
b1c22b,53c9e0,4,1,4,03/08/2020
b1c22b,53c9e0,5,1,5,03/08/2020
b1c22b,53c9e0,5,2,6,03/08/2020
b1c22b,53c9e0,6,1,7,03/08/2020
b1c22b,53c9e0,6,2,8,03/08/2020
b1c22b,53c9e0,7,1,9,03/08/2020
b1c22b,53c9e0,7,2,10,03/08/2020
b1c22b,53c9e0,8,1,11,03/08/2020
b1c22b,53c9e0,8,2,12,03/08/2020
b1c22b,53c9e0,9,1,13,03/08/2020
b1c22b,53c9e0,9,2,14,03/08/2020
b1c22b,53c9e0,10,1,15,03/08/2020
b1c22b,53c9e0,10,2,16,03/08/2020
b1c22b,53c9e0,11,1,17,03/08/2020
b1c22b,53c9e0,11,2,18,03/08/2020
b1c22b,53c9e0,12,1,19,03/08/2020
b1c22b,53c9e0,13,3,20,03/08/2020
f795d9,75adb2,2,1,1,02/17/2020
f795d9,75adb2,2,4,2,02/17/2020
f795d9,75adb2,2,5,3,02/17/2020
f795d9,75adb2,3,1,4,02/17/2020
f795d9,75adb2,3,2,5,02/17/2020
f795d9,75adb2,4,1,6,02/17/2020
f795d9,75adb2,4,2,7,02/17/2020
f795d9,75adb2,5,1,8,02/17/2020
f795d9,75adb2,6,1,9,02/17/2020
f795d9,75adb2,6,2,10,02/17/2020
f795d9,75adb2,7,1,11,02/17/2020
f795d9,75adb2,7,2,12,02/17/2020
f795d9,75adb2,8,1,13,02/17/2020
f795d9,75adb2,8,2,14,02/17/2020
f795d9,75adb2,9,1,15,02/17/2020
f795d9,75adb2,9,2,16,02/17/2020
f795d9,75adb2,10,1,17,02/17/2020
f795d9,75adb2,10,2,18,02/17/2020
f795d9,75adb2,11,1,19,02/17/2020
f795d9,75adb2,11,2,20,02/17/2020
f795d9,75adb2,12,1,21,02/17/2020
f795d9,75adb2,13,3,22,02/17/2020
57971b,dcb6c8,2,1,1,01/13/2020
57971b,dcb6c8,2,4,2,01/13/2020
57971b,dcb6c8,2,5,3,01/13/2020
57971b,dcb6c8,3,1,4,01/13/2020
57971b,dcb6c8,3,2,5,01/13/2020
57971b,dcb6c8,4,1,6,01/13/2020
57971b,dcb6c8,4,2,7,01/13/2020
57971b,dcb6c8,5,1,8,01/13/2020
57971b,dcb6c8,5,2,9,01/13/2020
57971b,dcb6c8,6,1,10,01/13/2020
57971b,dcb6c8,6,2,11,01/13/2020
57971b,dcb6c8,7,1,12,01/13/2020
57971b,dcb6c8,7,2,13,01/13/2020
57971b,dcb6c8,8,1,14,01/13/2020
57971b,dcb6c8,8,2,15,01/13/2020
57971b,dcb6c8,9,1,16,01/13/2020
57971b,dcb6c8,9,2,17,01/13/2020
57971b,dcb6c8,10,1,18,01/13/2020
57971b,dcb6c8,10,2,19,01/13/2020
57971b,dcb6c8,11,1,20,01/13/2020
57971b,dcb6c8,11,2,21,01/13/2020
57971b,dcb6c8,12,1,22,01/13/2020
57971b,dcb6c8,13,3,23,01/13/2020
bfdf81,5918b4,2,1,1,03/04/2020
82317c,6de4b6,2,1,1,02/11/2020
58b153,9061c1,2,1,1,03/12/2020
d0a4a6,1404fc,2,1,1,02/17/2020
d0a4a6,1404fc,2,4,2,02/17/2020
d0a4a6,1404fc,3,1,3,02/17/2020
d0a4a6,1404fc,5,1,4,02/17/2020
d0a4a6,1404fc,5,2,5,02/17/2020
d0a4a6,1404fc,8,1,6,02/17/2020
d0a4a6,1404fc,9,1,7,02/17/2020
d0a4a6,1404fc,10,1,8,02/17/2020
d0a4a6,1404fc,11,1,9,02/17/2020
d0a4a6,1404fc,11,2,10,02/17/2020
4c4587,1f778d,2,1,1,02/15/2020
c5d066,a4a9fd,2,1,1,02/18/2020
927989,424281,2,1,1,03/11/2020
927989,424281,2,4,2,03/11/2020
927989,424281,2,5,3,03/11/2020
927989,424281,4,1,4,03/11/2020
927989,424281,4,2,5,03/11/2020
927989,424281,5,1,6,03/11/2020
927989,424281,5,2,7,03/11/2020
927989,424281,6,1,8,03/11/2020
927989,424281,6,2,9,03/11/2020
927989,424281,7,1,10,03/11/2020
927989,424281,7,2,11,03/11/2020
927989,424281,8,1,12,03/11/2020
927989,424281,8,2,13,03/11/2020
927989,424281,9,1,14,03/11/2020
927989,424281,9,2,15,03/11/2020
927989,424281,12,1,16,03/11/2020
927989,424281,13,3,17,03/11/2020
ff1852,bdc704,2,1,1,02/08/2020
ccd1f7,fbc378,2,1,1,02/10/2020
ccd1f7,fbc378,2,4,2,02/10/2020
ccd1f7,fbc378,2,5,3,02/10/2020
ccd1f7,fbc378,3,1,4,02/10/2020
ccd1f7,fbc378,3,2,5,02/10/2020
ccd1f7,fbc378,4,1,6,02/10/2020
ccd1f7,fbc378,4,2,7,02/10/2020
ccd1f7,fbc378,5,1,8,02/10/2020
ccd1f7,fbc378,5,2,9,02/10/2020
ccd1f7,fbc378,6,1,10,02/10/2020
ccd1f7,fbc378,7,1,11,02/10/2020
ccd1f7,fbc378,7,2,12,02/10/2020
ccd1f7,fbc378,10,1,13,02/10/2020
ccd1f7,fbc378,10,2,14,02/10/2020
ccd1f7,fbc378,11,1,15,02/10/2020
ccd1f7,fbc378,11,2,16,02/10/2020
ccd1f7,fbc378,12,1,17,02/10/2020
ccd1f7,fbc378,13,3,18,02/10/2020
947d57,8.48E+03,2,1,1,02/07/2020
df1507,07dc8c,2,1,1,03/04/2020
ec0165,7ec919,2,1,1,01/21/2020
ec0165,7ec919,2,4,2,01/21/2020
ec0165,7ec919,2,5,3,01/21/2020
ec0165,7ec919,3,1,4,01/21/2020
ec0165,7ec919,3,2,5,01/21/2020
ec0165,7ec919,4,1,6,01/21/2020
ec0165,7ec919,5,1,7,01/21/2020
ec0165,7ec919,5,2,8,01/21/2020
ec0165,7ec919,6,1,9,01/21/2020
ec0165,7ec919,6,2,10,01/21/2020
ec0165,7ec919,7,1,11,01/21/2020
ec0165,7ec919,7,2,12,01/21/2020
ec0165,7ec919,8,1,13,01/21/2020
ec0165,7ec919,8,2,14,01/21/2020
ec0165,7ec919,9,1,15,01/21/2020
ec0165,7ec919,9,2,16,01/21/2020
ec0165,7ec919,10,1,17,01/21/2020
ec0165,7ec919,10,2,18,01/21/2020
ec0165,7ec919,11,1,19,01/21/2020
ec0165,7ec919,12,1,20,01/21/2020
2409ba,a278e0,2,1,1,03/07/2020
2409ba,a278e0,2,4,2,03/07/2020
2409ba,a278e0,2,5,3,03/07/2020
2409ba,a278e0,3,1,4,03/07/2020
2409ba,a278e0,3,2,5,03/07/2020
2409ba,a278e0,4,1,6,03/07/2020
2409ba,a278e0,4,2,7,03/07/2020
2409ba,a278e0,5,1,8,03/07/2020
2409ba,a278e0,5,2,9,03/07/2020
2409ba,a278e0,6,1,10,03/07/2020
2409ba,a278e0,6,2,11,03/07/2020
2409ba,a278e0,7,1,12,03/07/2020
2409ba,a278e0,7,2,13,03/07/2020
2409ba,a278e0,9,1,14,03/07/2020
2409ba,a278e0,10,1,15,03/08/2020
2409ba,a278e0,11,1,16,03/08/2020
2409ba,a278e0,11,2,17,03/08/2020
2409ba,a278e0,12,1,18,03/08/2020
2409ba,a278e0,13,3,19,03/08/2020
58d7a3,aeb302,2,1,1,02/05/2020
58d7a3,aeb302,2,4,2,02/05/2020
58d7a3,aeb302,2,5,3,02/05/2020
58d7a3,aeb302,3,1,4,02/05/2020
58d7a3,aeb302,4,1,5,02/05/2020
58d7a3,aeb302,4,2,6,02/05/2020
58d7a3,aeb302,7,1,7,02/05/2020
58d7a3,aeb302,8,1,8,02/05/2020
58d7a3,aeb302,8,2,9,02/05/2020
58d7a3,aeb302,9,1,10,02/05/2020
58d7a3,aeb302,9,2,11,02/05/2020
58d7a3,aeb302,10,1,12,02/05/2020
58d7a3,aeb302,10,2,13,02/05/2020
58d7a3,aeb302,11,1,14,02/05/2020
58d7a3,aeb302,12,1,15,02/05/2020
58d7a3,aeb302,13,3,16,02/05/2020
0ea4a6,96aead,2,1,1,03/15/2020
0e945e,eca8ba,2,1,1,03/03/2020
2ec9d5,de0169,2,1,1,02/04/2020
2ec9d5,de0169,2,4,2,02/04/2020
2ec9d5,de0169,3,1,3,02/04/2020
2ec9d5,de0169,3,2,4,02/04/2020
2ec9d5,de0169,6,1,5,02/04/2020
2ec9d5,de0169,6,2,6,02/04/2020
2ec9d5,de0169,9,1,7,02/04/2020
2ec9d5,de0169,9,2,8,02/04/2020
2ec9d5,de0169,10,1,9,02/04/2020
2ec9d5,de0169,10,2,10,02/04/2020
2ec9d5,de0169,12,1,11,02/04/2020
2ec9d5,de0169,13,3,12,02/04/2020
350b47,0bb40c,2,1,1,01/28/2020
f0362e,9.48E+06,2,1,1,03/01/2020
f0362e,9.48E+06,2,4,2,03/01/2020
f0362e,9.48E+06,2,5,3,03/01/2020
f0362e,9.48E+06,3,1,4,03/01/2020
f0362e,9.48E+06,3,2,5,03/01/2020
f0362e,9.48E+06,4,1,6,03/01/2020
f0362e,9.48E+06,4,2,7,03/01/2020
f0362e,9.48E+06,6,1,8,03/01/2020
f0362e,9.48E+06,6,2,9,03/01/2020
f0362e,9.48E+06,8,1,10,03/01/2020
f0362e,9.48E+06,8,2,11,03/01/2020
f0362e,9.48E+06,9,1,12,03/01/2020
f0362e,9.48E+06,9,2,13,03/01/2020
f0362e,9.48E+06,10,1,14,03/01/2020
f0362e,9.48E+06,11,1,15,03/01/2020
f0362e,9.48E+06,11,2,16,03/01/2020
f0362e,9.48E+06,12,1,17,03/01/2020
f0362e,9.48E+06,13,3,18,03/01/2020
e3cc07,858347,2,1,1,01/27/2020
e3cc07,858347,2,4,2,01/27/2020
e3cc07,858347,2,5,3,01/27/2020
e3cc07,858347,3,1,4,01/27/2020
e3cc07,858347,3,2,5,01/27/2020
e3cc07,858347,4,1,6,01/27/2020
e3cc07,858347,5,1,7,01/27/2020
e3cc07,858347,5,2,8,01/27/2020
e3cc07,858347,7,1,9,01/27/2020
e3cc07,858347,7,2,10,01/27/2020
e3cc07,858347,8,1,11,01/27/2020
e3cc07,858347,8,2,12,01/27/2020
e3cc07,858347,10,1,13,01/27/2020
e3cc07,858347,11,1,14,01/27/2020
e3cc07,858347,11,2,15,01/27/2020
e3cc07,858347,12,1,16,01/27/2020
e3cc07,858347,13,3,17,01/27/2020
f33daa,49cb32,2,1,1,02/18/2020
79d833,ed7099,2,1,1,02/08/2020
4b38a3,28e7cd,2,1,1,01/26/2020
f2520d,ac418c,2,1,1,01/18/2020
9a111f,2c8c4a,2,1,1,02/06/2020
9a111f,2c8c4a,2,4,2,02/06/2020
9a111f,2c8c4a,2,5,3,02/06/2020
9a111f,2c8c4a,3,1,4,02/06/2020
9a111f,2c8c4a,3,2,5,02/06/2020
9a111f,2c8c4a,5,1,6,02/06/2020
9a111f,2c8c4a,5,2,7,02/06/2020
9a111f,2c8c4a,6,1,8,02/06/2020
9a111f,2c8c4a,6,2,9,02/06/2020
9a111f,2c8c4a,7,1,10,02/06/2020
9a111f,2c8c4a,7,2,11,02/06/2020
9a111f,2c8c4a,8,1,12,02/06/2020
9a111f,2c8c4a,8,2,13,02/06/2020
9a111f,2c8c4a,9,1,14,02/06/2020
9a111f,2c8c4a,9,2,15,02/06/2020
9a111f,2c8c4a,10,1,16,02/06/2020
9a111f,2c8c4a,10,2,17,02/06/2020
9a111f,2c8c4a,11,1,18,02/06/2020
9a111f,2c8c4a,11,2,19,02/06/2020
9a111f,2c8c4a,12,1,20,02/06/2020
9a111f,2c8c4a,13,3,21,02/06/2020
cb2f51,69885d,2,1,1,02/23/2020
394b7f,2a6e53,2,1,1,02/19/2020
394b7f,2a6e53,2,4,2,02/19/2020
394b7f,2a6e53,2,5,3,02/19/2020
394b7f,2a6e53,3,1,4,02/19/2020
394b7f,2a6e53,3,2,5,02/19/2020
394b7f,2a6e53,4,1,6,02/19/2020
394b7f,2a6e53,6,1,7,02/19/2020
394b7f,2a6e53,6,2,8,02/19/2020
394b7f,2a6e53,8,1,9,02/19/2020
394b7f,2a6e53,9,1,10,02/19/2020
394b7f,2a6e53,9,2,11,02/19/2020
394b7f,2a6e53,10,1,12,02/19/2020
394b7f,2a6e53,10,2,13,02/19/2020
394b7f,2a6e53,11,1,14,02/19/2020
394b7f,2a6e53,11,2,15,02/19/2020
394b7f,2a6e53,12,1,16,02/19/2020
394b7f,2a6e53,13,3,17,02/19/2020
4e3d57,995168,2,1,1,04/08/2020
2f0c30,3c4d72,2,1,1,01/28/2020
2f0c30,3c4d72,2,4,2,01/28/2020
2f0c30,3c4d72,2,5,3,01/28/2020
2f0c30,3c4d72,3,1,4,01/28/2020
2f0c30,3c4d72,4,1,5,01/28/2020
2f0c30,3c4d72,4,2,6,01/28/2020
2f0c30,3c4d72,5,1,7,01/28/2020
2f0c30,3c4d72,5,2,8,01/28/2020
2f0c30,3c4d72,6,1,9,01/28/2020
2f0c30,3c4d72,6,2,10,01/28/2020
2f0c30,3c4d72,7,1,11,01/28/2020
2f0c30,3c4d72,7,2,12,01/28/2020
2f0c30,3c4d72,8,1,13,01/28/2020
2f0c30,3c4d72,8,2,14,01/28/2020
2f0c30,3c4d72,9,1,15,01/28/2020
2f0c30,3c4d72,9,2,16,01/28/2020
2f0c30,3c4d72,10,1,17,01/28/2020
2f0c30,3c4d72,10,2,18,01/28/2020
2f0c30,3c4d72,11,1,19,01/28/2020
2f0c30,3c4d72,12,1,20,01/28/2020
2f0c30,3c4d72,13,3,21,01/28/2020
cca775,130c99,2,1,1,01/29/2020
cca775,130c99,2,4,2,01/29/2020
cca775,130c99,2,5,3,01/29/2020
cca775,130c99,3,1,4,01/29/2020
cca775,130c99,3,2,5,01/29/2020
cca775,130c99,4,1,6,01/29/2020
cca775,130c99,4,2,7,01/29/2020
cca775,130c99,5,1,8,01/29/2020
cca775,130c99,5,2,9,01/29/2020
cca775,130c99,7,1,10,01/29/2020
cca775,130c99,8,1,11,01/29/2020
cca775,130c99,8,2,12,01/29/2020
cca775,130c99,9,1,13,01/29/2020
cca775,130c99,10,1,14,01/29/2020
cca775,130c99,10,2,15,01/29/2020
cca775,130c99,11,1,16,01/29/2020
cca775,130c99,11,2,17,01/29/2020
cca775,130c99,12,1,18,01/29/2020
cca775,130c99,13,3,19,01/29/2020
e28bb1,9373f5,2,1,1,01/27/2020
e28bb1,9373f5,2,4,2,01/27/2020
e28bb1,9373f5,2,5,3,01/27/2020
e28bb1,9373f5,3,1,4,01/27/2020
e28bb1,9373f5,3,2,5,01/27/2020
e28bb1,9373f5,4,1,6,01/27/2020
e28bb1,9373f5,4,2,7,01/27/2020
e28bb1,9373f5,5,1,8,01/27/2020
e28bb1,9373f5,5,2,9,01/27/2020
e28bb1,9373f5,6,1,10,01/27/2020
e28bb1,9373f5,6,2,11,01/27/2020
e28bb1,9373f5,8,1,12,01/27/2020
e28bb1,9373f5,9,1,13,01/27/2020
e28bb1,9373f5,10,1,14,01/27/2020
e28bb1,9373f5,10,2,15,01/27/2020
e28bb1,9373f5,11,1,16,01/27/2020
e28bb1,9373f5,11,2,17,01/27/2020
e28bb1,9373f5,12,1,18,01/27/2020
e28bb1,9373f5,13,3,19,01/27/2020
ecf848,7b65d9,2,1,1,01/29/2020
1c7213,814bee,2,1,1,02/25/2020
640cc7,1fa9dc,2,1,1,02/10/2020
679b1e,57ae47,2,1,1,03/19/2020
82bc87,1b7f3c,2,1,1,02/24/2020
447823,ec9ed1,2,1,1,03/11/2020
447823,ec9ed1,2,4,2,03/11/2020
447823,ec9ed1,2,5,3,03/11/2020
447823,ec9ed1,3,1,4,03/11/2020
447823,ec9ed1,3,2,5,03/11/2020
447823,ec9ed1,4,1,6,03/11/2020
447823,ec9ed1,7,1,7,03/11/2020
447823,ec9ed1,8,1,8,03/11/2020
447823,ec9ed1,8,2,9,03/11/2020
447823,ec9ed1,9,1,10,03/11/2020
447823,ec9ed1,9,2,11,03/11/2020
447823,ec9ed1,10,1,12,03/11/2020
447823,ec9ed1,10,2,13,03/11/2020
447823,ec9ed1,11,1,14,03/11/2020
447823,ec9ed1,11,2,15,03/11/2020
447823,ec9ed1,12,1,16,03/11/2020
447823,ec9ed1,13,3,17,03/11/2020
e7f873,e15cde,2,1,1,03/20/2020
3758c1,467446,2,1,1,03/23/2020
81619f,32b30d,2,1,1,01/25/2020
248363,822069,2,1,1,04/03/2020
248363,822069,2,4,2,04/03/2020
248363,822069,2,5,3,04/03/2020
248363,822069,3,1,4,04/03/2020
248363,822069,3,2,5,04/03/2020
248363,822069,4,1,6,04/03/2020
248363,822069,4,2,7,04/03/2020
248363,822069,5,1,8,04/03/2020
248363,822069,5,2,9,04/03/2020
248363,822069,6,1,10,04/03/2020
248363,822069,7,1,11,04/03/2020
248363,822069,7,2,12,04/03/2020
248363,822069,9,1,13,04/03/2020
248363,822069,9,2,14,04/03/2020
248363,822069,10,1,15,04/03/2020
248363,822069,10,2,16,04/03/2020
248363,822069,11,1,17,04/03/2020
248363,822069,12,1,18,04/03/2020
248363,822069,13,3,19,04/03/2020
f2673b,56d55b,2,1,1,04/07/2020
59802c,6008f3,2,1,1,03/10/2020
538da5,114144,2,1,1,03/18/2020
3cb7b9,1194cc,2,1,1,02/02/2020
3cb7b9,1194cc,2,4,2,02/02/2020
3cb7b9,1194cc,2,5,3,02/02/2020
3cb7b9,1194cc,4,1,4,02/02/2020
3cb7b9,1194cc,4,2,5,02/02/2020
3cb7b9,1194cc,5,1,6,02/02/2020
3cb7b9,1194cc,5,2,7,02/02/2020
3cb7b9,1194cc,6,1,8,02/02/2020
3cb7b9,1194cc,6,2,9,02/02/2020
3cb7b9,1194cc,7,1,10,02/02/2020
3cb7b9,1194cc,7,2,11,02/02/2020
3cb7b9,1194cc,8,1,12,02/02/2020
3cb7b9,1194cc,8,2,13,02/02/2020
3cb7b9,1194cc,9,1,14,02/02/2020
3cb7b9,1194cc,9,2,15,02/02/2020
3cb7b9,1194cc,10,1,16,02/02/2020
3cb7b9,1194cc,10,2,17,02/02/2020
3cb7b9,1194cc,11,1,18,02/02/2020
3cb7b9,1194cc,11,2,19,02/02/2020
3cb7b9,1194cc,12,1,20,02/02/2020
3cb7b9,1194cc,13,3,21,02/02/2020
6a3899,728449,2,1,1,05/03/2020
c7f74c,8f4a6d,2,1,1,04/08/2020
c7f74c,8f4a6d,2,4,2,04/08/2020
c7f74c,8f4a6d,2,5,3,04/08/2020
c7f74c,8f4a6d,3,1,4,04/08/2020
c7f74c,8f4a6d,3,2,5,04/08/2020
c7f74c,8f4a6d,4,1,6,04/08/2020
c7f74c,8f4a6d,4,2,7,04/08/2020
c7f74c,8f4a6d,5,1,8,04/08/2020
c7f74c,8f4a6d,5,2,9,04/08/2020
c7f74c,8f4a6d,6,1,10,04/08/2020
c7f74c,8f4a6d,7,1,11,04/08/2020
c7f74c,8f4a6d,7,2,12,04/08/2020
c7f74c,8f4a6d,8,1,13,04/08/2020
c7f74c,8f4a6d,8,2,14,04/08/2020
c7f74c,8f4a6d,11,1,15,04/08/2020
c7f74c,8f4a6d,11,2,16,04/08/2020
c7f74c,8f4a6d,12,1,17,04/08/2020
c7f74c,8f4a6d,13,3,18,04/08/2020
ae5c94,a96445,2,1,1,01/26/2020
ae5c94,a96445,2,4,2,01/26/2020
ae5c94,a96445,2,5,3,01/26/2020
ae5c94,a96445,3,1,4,01/26/2020
ae5c94,a96445,3,2,5,01/26/2020
ae5c94,a96445,5,1,6,01/26/2020
ae5c94,a96445,6,1,7,01/26/2020
ae5c94,a96445,7,1,8,01/26/2020
ae5c94,a96445,7,2,9,01/26/2020
ae5c94,a96445,8,1,10,01/26/2020
ae5c94,a96445,8,2,11,01/26/2020
ae5c94,a96445,10,1,12,01/26/2020
ae5c94,a96445,10,2,13,01/26/2020
ae5c94,a96445,11,1,14,01/26/2020
ae5c94,a96445,11,2,15,01/26/2020
ae5c94,a96445,12,1,16,01/26/2020
ae5c94,a96445,13,3,17,01/26/2020
ef0b79,4330a5,2,1,1,01/27/2020
ef0b79,4330a5,2,4,2,01/27/2020
ef0b79,4330a5,2,5,3,01/27/2020
ef0b79,4330a5,3,1,4,01/27/2020
ef0b79,4330a5,3,2,5,01/27/2020
ef0b79,4330a5,5,1,6,01/27/2020
ef0b79,4330a5,5,2,7,01/27/2020
ef0b79,4330a5,6,1,8,01/27/2020
ef0b79,4330a5,6,2,9,01/27/2020
ef0b79,4330a5,8,1,10,01/27/2020
ef0b79,4330a5,9,1,11,01/27/2020
ef0b79,4330a5,11,1,12,01/27/2020
ef0b79,4330a5,11,2,13,01/27/2020
ef0b79,4330a5,12,1,14,01/27/2020
ef0b79,4330a5,13,3,15,01/27/2020
e93365,31ed15,2,1,1,03/09/2020
e93365,31ed15,2,4,2,03/09/2020
e93365,31ed15,2,5,3,03/09/2020
e93365,31ed15,3,1,4,03/09/2020
e93365,31ed15,4,1,5,03/09/2020
e93365,31ed15,4,2,6,03/09/2020
e93365,31ed15,5,1,7,03/09/2020
e93365,31ed15,7,1,8,03/09/2020
e93365,31ed15,7,2,9,03/09/2020
e93365,31ed15,8,1,10,03/09/2020
e93365,31ed15,8,2,11,03/09/2020
e93365,31ed15,9,1,12,03/09/2020
e93365,31ed15,9,2,13,03/09/2020
e93365,31ed15,11,1,14,03/09/2020
e93365,31ed15,11,2,15,03/09/2020
e93365,31ed15,12,1,16,03/09/2020
e93365,31ed15,13,3,17,03/09/2020
e7fc72,e56007,2,1,1,02/19/2020
8b4397,384ea6,2,1,1,02/24/2020
8b4397,384ea6,2,4,2,02/24/2020
8b4397,384ea6,3,1,3,02/24/2020
8b4397,384ea6,4,1,4,02/24/2020
8b4397,384ea6,4,2,5,02/24/2020
8b4397,384ea6,5,1,6,02/24/2020
8b4397,384ea6,5,2,7,02/24/2020
